,,,"Mon, Jul 13",OBJETIVO,,,115 gr,100 gr,124 gr,35 gr,2000 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Aug 25",21:30 ,Huevo,1,Proteína,65 gr,8 gr,0 gr,8 gr,0 gr,101 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.23,2.91,,,7.67,
,"Tue, Aug 25",21:30 ,Queso rallado reggianito La Serenisima,1,Lácteo,10 gr,4 gr,0 gr,3 gr,0 gr,39 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.08,0.75,0.10,0.18,1.46,
,"Tue, Aug 25",21:30 ,Cerdo (1 corte),1,Proteína,94 gr,26 gr,0 gr,16 gr,0 gr,255 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,1.60,7.19,,,15.98,
,"Tue, Aug 25",21:30 ,Queso cremoso Punta de Agua,2,Lácteo,50 gr,9 gr,1 gr,13 gr,0 gr,152 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.38,3.63,0.50,0.88,7.00,
,"Tue, Aug 25",21:30 ,Queso Unt. Finlandia tradicional,1.2,Lácteo,12 gr,1 gr,0 gr,3 gr,0 gr,32 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.09,0.88,0.12,0.21,1.70,
,"Tue, Aug 25",21:30 ,Queso Regianitto Punta de Agua,1,Lácteo,30 gr,9 gr,0 gr,9 gr,0 gr,119 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.27,2.61,0.36,0.63,5.04,
,"Tue, Aug 25",21:30 ,Manteca Ghee,1,Grasa,30 gr,0 gr,0 gr,30 gr,0 gr,270 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,0.60,7.50,1.20,2.40,26.40,
,"Tue, Aug 25",21:30 ,Magnesio,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Aug 25",23:20 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,01:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Aug 25",23:20 ,Leche de coco,2.1,Lácteo,210 gr,0 gr,0 gr,4 gr,0 gr,35 kcal,,,,,,165 gr,79 gr,206 gr,53 gr,"2,812 kcal",1550 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,6 gr,25 gr,67 gr,4 gr,11 gr,174 gr,0 gr,98 gr,189 gr,6:25,,0.08,0.23,,2.33,1.55,
,"Wed, Aug 26",15:40 ,Zucchini,0.4,Verdura,113 gr,1 gr,4 gr,0 gr,1 gr,19 kcal,16:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Aug 26",15:40 ,Zanahoria,0.5,Verdura,73 gr,1 gr,7 gr,0 gr,2 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Aug 26",15:40 ,Ají,0.3,Verdura,52 gr,1 gr,2 gr,0 gr,0 gr,9 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Aug 26",15:40 ,Champiñones,0.5,Proteína,112 gr,4 gr,3 gr,1 gr,1 gr,34 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Aug 26",15:40 ,Leche de coco,0.6,Lácteo,60 gr,0 gr,0 gr,1 gr,0 gr,10 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.07,,0.67,0.44,
,"Wed, Aug 26",15:40 ,Maní King Tostado Sin Piel Sin Sodio (1 cda sop),1,Fruto Seco,15 gr,4 gr,2 gr,8 gr,1 gr,89 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,3.68,,,7.50,
,"Wed, Aug 26",15:40 ,Manteca Ghee,1,Grasa,30 gr,0 gr,0 gr,30 gr,0 gr,270 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,0.60,7.50,1.20,2.40,26.40,
,"Wed, Aug 26",15:40 ,Pollo (1 pechuga),0.3,Proteína,120 gr,34 gr,0 gr,4 gr,0 gr,181 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.77,1.54,,,3.84,
,"Wed, Aug 26",15:40 ,Queso rallado reggianito La Serenisima,0.75,Lácteo,10 gr,4 gr,0 gr,3 gr,0 gr,39 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.08,0.75,0.10,0.18,1.46,
,"Wed, Aug 26",15:40 ,"Aceite de oliva (EV, PPF)",5,Grano,10 gr,0 gr,0 gr,10 gr,0 gr,90 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,1.00,7.50,,,10.00,
,"Wed, Aug 26",15:40 ,Vitaminas,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Aug 26",15:40 ,Vitamina D,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Aug 26",15:40 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Aug 26",15:40 ,"Leche, Protein",1,Lácteo,100 gr,5 gr,5 gr,0 gr,0 gr,37 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Aug 26",15:40 ,"Brownie keto Cholex v1, ghee",1,Elaborado,50 gr,9 gr,4 gr,22 gr,4 gr,247 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.43,5.38,0.86,1.72,18.92,
,"Wed, Aug 26",15:40 ,Nuez (1),4,Fruto Seco,16 gr,2 gr,2 gr,10 gr,1 gr,108 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,5.21,2.25,,,10.21,
,"Wed, Aug 26",21:35 ,Huevo,1,Proteína,61 gr,7 gr,0 gr,7 gr,0 gr,95 kcal,05:55,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,1.15,2.74,,,7.20,
,"Wed, Aug 26",21:35 ,Queso Unt. Finlandia tradicional,5,Lácteo,50 gr,4 gr,2 gr,13 gr,0 gr,135 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.38,3.67,0.51,0.89,7.09,
,"Wed, Aug 26",21:35 ,Atún (1 lata),1,Proteína,120 gr,31 gr,0 gr,1 gr,0 gr,139 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.02,0.08,,,0.98,
,"Wed, Aug 26",21:35 ,Semillas de chía,1,Grano,10 gr,2 gr,4 gr,3 gr,3 gr,49 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.61,0.31,,,3.07,
,"Wed, Aug 26",21:35 ,"Aceite de oliva (EV, PPF)",5,Grano,10 gr,0 gr,0 gr,10 gr,0 gr,90 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,1.00,7.50,,,10.00,
,"Wed, Aug 26",21:35 ,Pasta de maní King natural,1.2,Fruto Seco,18 gr,5 gr,2 gr,9 gr,2 gr,105 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,4.32,,,8.82,
,"Wed, Aug 26",21:35 ,"G4U, pan árabe proteico",1,Procesado,70 gr,14 gr,4 gr,4 gr,19 gr,107 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,1.65,0.67,,,1.09,
,"Wed, Aug 26",21:35 ,Queso cremoso Punta de Agua,2,Lácteo,56 gr,10 gr,1 gr,14 gr,0 gr,170 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.42,4.06,0.56,0.98,7.84,
,"Wed, Aug 26",21:35 ,Jamón Crudo De Trevélez (1 feta),2,Proteína,50 gr,16 gr,0 gr,5 gr,0 gr,111 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,1.93,,,1.18,
,"Wed, Aug 26",21:35 ,"G4U, marineras proteicas",1,Procesado,34 gr,4 gr,2 gr,1 gr,12 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.19,,,0.95,
,"Wed, Aug 26",21:35 ,Magnesio,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Aug 26",21:35 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,156 gr,42 gr,154 gr,47 gr,"2,194 kcal",1240 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,4 gr,20 gr,54 gr,3 gr,7 gr,127 gr,0 gr,78 gr,137 gr,4:20,,,,,,,
,"Thu, Aug 27",11:50 ,"G4U, pan árabe proteico",1,Procesado,70 gr,14 gr,4 gr,4 gr,19 gr,107 kcal,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,1.65,0.67,,,1.09,
,"Thu, Aug 27",11:50 ,Queso Unt. Finlandia tradicional,3,Lácteo,30 gr,2 gr,1 gr,8 gr,0 gr,81 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.23,2.20,0.30,0.53,4.26,
,"Thu, Aug 27",11:50 ,Huevo,1,Proteína,57 gr,7 gr,0 gr,7 gr,0 gr,89 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,1.08,2.56,,,6.73,
,"Thu, Aug 27",11:50 ,Queso barra punta de agua,5,Lácteo,72 gr,18 gr,0 gr,20 gr,0 gr,250 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,0.60,5.78,0.80,1.39,11.16,
,"Thu, Aug 27",11:50 ,Lomo Horneado (1 feta),3,Proteína,43 gr,10 gr,0 gr,2 gr,0 gr,53 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.15,0.68,,,1.51,
,"Thu, Aug 27",11:50 ,Jamón Cocido Extra (1 feta),3,Proteína,46 gr,9 gr,1 gr,2 gr,0 gr,56 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.75,,,0.46,
,"Thu, Aug 27",11:50 ,Queso Regianitto Punta de Agua,1,Lácteo,25 gr,8 gr,0 gr,8 gr,0 gr,99 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.23,2.18,0.30,0.53,4.20,
,"Thu, Aug 27",11:50 ,Queso Gouda,1,Lácteo,30 gr,8 gr,0 gr,9 gr,0 gr,108 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.27,2.61,0.36,0.63,5.04,
,"Thu, Aug 27",11:50 ,Vitaminas,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Aug 27",11:50 ,Vitamina D,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Aug 27",11:50 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Aug 27",11:50 ,"Chocolate Colonial, dietético 55%",1,Carb,7 gr,0 gr,4 gr,2 gr,0 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.69,,,2.10,
,"Thu, Aug 27",11:50 ,"Dulce de leche Savona Fit, stevia",1,Carb,10 gr,1 gr,2 gr,1 gr,2 gr,20 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,0.19,0.03,0.05,0.36,
,"Thu, Aug 27",19:45 ,Semillas de chía,1.5,Grano,15 gr,2 gr,6 gr,5 gr,5 gr,74 kcal,07:55,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,0.92,0.46,,,4.61,
,"Thu, Aug 27",19:45 ,Queso Unt. Finlandia tradicional,5,Lácteo,50 gr,4 gr,2 gr,13 gr,0 gr,135 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.38,3.67,0.51,0.89,7.09,
,"Thu, Aug 27",19:45 ,Palta,0.5,Fruta,66 gr,1 gr,6 gr,10 gr,4 gr,106 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,1.35,6.87,,,9.68,
,"Thu, Aug 27",19:45 ,Chucrut Los Montes,1,Verdura,26 gr,0 gr,1 gr,0 gr,1 gr,5 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Aug 27",19:45 ,"Vaca, cuadril",1,Proteína,115 gr,25 gr,0 gr,8 gr,0 gr,173 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.32,3.38,,,4.03,
,"Thu, Aug 27",19:45 ,Tomate,1,Verdura,126 gr,1 gr,5 gr,0 gr,2 gr,23 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Aug 27",19:45 ,"G4U, pan ciabata proteico",2,Procesado,120 gr,28 gr,6 gr,7 gr,34 gr,214 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,1.40,,,7.00,
,"Thu, Aug 27",19:45 ,Queso barra punta de agua,4,Lácteo,72 gr,18 gr,0 gr,20 gr,0 gr,250 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,0.60,5.78,0.80,1.39,11.16,
,"Thu, Aug 27",19:45 ,Nuez (1),4,Fruto Seco,16 gr,2 gr,2 gr,10 gr,1 gr,108 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,5.21,2.25,,,10.21,
,"Thu, Aug 27",21:10 ,Leche de coco,2,Lácteo,200 gr,0 gr,0 gr,4 gr,0 gr,33 kcal,01:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.22,,2.22,1.48,
,"Thu, Aug 27",21:10 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,158 gr,39 gr,137 gr,68 gr,"2,011 kcal",1196 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,5 gr,18 gr,42 gr,3 gr,8 gr,92 gr,0 gr,65 gr,103 gr,5:18,,,,,,,
,"Fri, Aug 28",15:45 ,Zanahoria,1,Verdura,52 gr,0 gr,5 gr,0 gr,1 gr,21 kcal,18:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Aug 28",15:45 ,Cebolla,1,Verdura,110 gr,1 gr,11 gr,0 gr,2 gr,46 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Aug 28",15:45 ,Ají,0.4,Verdura,109 gr,1 gr,4 gr,0 gr,1 gr,20 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Aug 28",15:45 ,Zucchini,1,Verdura,137 gr,2 gr,5 gr,0 gr,2 gr,23 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Aug 28",15:45 ,Champiñones,1,Proteína,115 gr,5 gr,3 gr,1 gr,1 gr,35 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Aug 28",15:45 ,Semillas de chía,1.5,Grano,5 gr,1 gr,2 gr,2 gr,2 gr,25 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.31,0.15,,,1.54,
,"Fri, Aug 28",15:45 ,Palta,1,Fruta,47 gr,1 gr,4 gr,7 gr,3 gr,76 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.97,4.93,,,6.94,
,"Fri, Aug 28",15:45 ,Queso Unt. Finlandia tradicional,4.3,Lácteo,43 gr,3 gr,1 gr,11 gr,0 gr,116 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.33,3.16,0.44,0.76,6.10,
,"Fri, Aug 28",15:45 ,Chucrut Los Montes,1,Verdura,36 gr,0 gr,2 gr,0 gr,1 gr,7 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Aug 28",15:45 ,Queso rallado parmesano La Serenisima,1,Lácteo,10 gr,4 gr,0 gr,3 gr,0 gr,38 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.08,0.78,0.11,0.19,1.51,
,"Fri, Aug 28",15:45 ,Pollo (1 pechuga),0.5,Proteína,112 gr,32 gr,0 gr,4 gr,0 gr,168 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.71,1.43,,,3.57,
,"Fri, Aug 28",15:45 ,Nuez (1),2,Fruto Seco,6 gr,1 gr,1 gr,4 gr,0 gr,40 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,1.95,0.84,,,3.83,
,"Fri, Aug 28",15:45 ,Maní King Tostado Sin Piel Sin Sodio (1 cda sop),1,Fruto Seco,15 gr,4 gr,2 gr,8 gr,1 gr,89 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,3.68,,,7.50,
,"Fri, Aug 28",15:45 ,Manteca Ghee,1,Grasa,30 gr,0 gr,0 gr,30 gr,0 gr,270 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,0.60,7.50,1.20,2.40,26.40,
,"Fri, Aug 28",15:45 ,"G4U, tortilla proteica",3,Procesado,69 gr,15 gr,3 gr,3 gr,18 gr,132 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,1.47,0.60,,,0.87,
,"Fri, Aug 28",15:45 ,Vitaminas,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Aug 28",15:45 ,Vitamina D,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Aug 28",18:00 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,02:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Aug 28",18:00 ,Nuez (1),2,Fruto Seco,8 gr,1 gr,1 gr,5 gr,0 gr,54 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,2.60,1.12,,,5.10,
,"Fri, Aug 28",18:00 ,Almendra (1),1,Fruto Seco,7 gr,1 gr,0 gr,4 gr,1 gr,40 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,2.73,,,3.75,
,"Fri, Aug 28",22:00 ,"G4U, pan ciabata proteico",2,Procesado,150 gr,35 gr,8 gr,9 gr,43 gr,268 kcal,04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95,1.75,,,8.75,
,"Fri, Aug 28",22:00 ,Queso Unt. Finlandia tradicional,2.5,Lácteo,25 gr,2 gr,1 gr,6 gr,0 gr,68 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.19,1.84,0.25,0.44,3.55,
,"Fri, Aug 28",22:00 ,Lomo Horneado (1 feta),4,Proteína,66 gr,15 gr,0 gr,2 gr,0 gr,81 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.23,1.04,,,2.31,
,"Fri, Aug 28",22:00 ,Queso barra punta de agua,4,Lácteo,72 gr,18 gr,0 gr,20 gr,0 gr,250 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,0.60,5.78,0.80,1.39,11.16,
,"Fri, Aug 28",22:00 ,Jamón Cocido Extra (1 feta),4,Proteína,66 gr,13 gr,1 gr,3 gr,0 gr,80 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,1.07,,,0.65,
,"Fri, Aug 28",22:00 ,Jamón Crudo De Trevélez (1 feta),4,Proteína,54 gr,17 gr,0 gr,6 gr,0 gr,119 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,2.08,,,1.27,
,"Fri, Aug 28",22:00 ,Queso Regianitto Punta de Agua,1,Lácteo,34 gr,10 gr,0 gr,10 gr,0 gr,135 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,0.31,2.96,0.41,0.71,5.71,
,"Fri, Aug 28",22:00 ,Magnesio,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Aug 28",23:08 ,"Brownie keto Cholex v1, ghee",1,Elaborado,50 gr,9 gr,4 gr,22 gr,4 gr,247 kcal,01:08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.43,5.38,0.86,1.72,18.92,
,"Fri, Aug 28",23:08 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Aug 28",23:08 ,"Leche, Protein",1,Lácteo,100 gr,5 gr,5 gr,0 gr,0 gr,37 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fri, Aug 28",23:08 ,"Chocolate Colonial, amargo dietético 70%",1,Carb,7 gr,1 gr,3 gr,2 gr,1 gr,35 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.79,,,2.38,
,"Fri, Aug 28",23:08 ,"Dulce de leche Savona Fit, stevia",1,Carb,10 gr,1 gr,2 gr,1 gr,2 gr,20 kcal,,,,,,196 gr,67 gr,161 gr,82 gr,"2,539 kcal",1544 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,3 gr,21 gr,50 gr,4 gr,8 gr,122 gr,0 gr,74 gr,134 gr,3:21,0.01,0.02,0.19,0.03,0.05,0.36,
,"Sat, Aug 29",12:00 ,Vauquita,1,Carb,25 gr,2 gr,14 gr,1 gr,1 gr,68 kcal,12:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Aug 29",14:30 ,Cebolla,0.5,Verdura,99 gr,1 gr,10 gr,0 gr,1 gr,42 kcal,02:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Aug 29",14:30 ,Zanahoria,0.5,Verdura,79 gr,1 gr,8 gr,0 gr,2 gr,32 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Aug 29",14:30 ,Champiñones,1,Proteína,100 gr,4 gr,3 gr,1 gr,1 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Aug 29",14:30 ,Leche de coco,1.1,Lácteo,110 gr,0 gr,0 gr,2 gr,0 gr,18 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.12,,1.22,0.81,
,"Sat, Aug 29",14:30 ,Manteca Ghee,1,Grasa,7 gr,0 gr,0 gr,7 gr,0 gr,63 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.14,1.75,0.28,0.56,6.16,
,"Sat, Aug 29",14:30 ,"Aceite de oliva (EV, PPF)",2,Grano,7 gr,0 gr,0 gr,7 gr,0 gr,63 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.70,5.25,,,7.00,
,"Sat, Aug 29",14:30 ,Maní King Tostado Sin Piel Sin Sodio (1 cda sop),1,Fruto Seco,15 gr,4 gr,2 gr,8 gr,1 gr,89 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,3.68,,,7.50,
,"Sat, Aug 29",14:30 ,Nuez (1),3,Fruto Seco,10 gr,1 gr,1 gr,6 gr,1 gr,67 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,3.25,1.40,,,6.38,
,"Sat, Aug 29",14:30 ,Castaña de Cajú,1,Fruto Seco,8 gr,1 gr,2 gr,4 gr,0 gr,44 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,2.11,,,3.52,
,"Sat, Aug 29",14:30 ,Queso rallado reggianito La Serenisima,0.6,Lácteo,10 gr,4 gr,0 gr,3 gr,0 gr,39 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.08,0.75,0.10,0.18,1.46,
,"Sat, Aug 29",14:30 ,"G4U, tortilla proteica",3,Procesado,69 gr,15 gr,3 gr,3 gr,18 gr,132 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,1.47,0.60,,,0.87,
,"Sat, Aug 29",14:30 ,Queso Unt. Finlandia tradicional,2,Lácteo,20 gr,2 gr,1 gr,5 gr,0 gr,54 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.15,1.47,0.20,0.35,2.84,
,"Sat, Aug 29",14:30 ,Queso barra punta de agua,3,Lácteo,54 gr,13 gr,0 gr,15 gr,0 gr,187 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.45,4.33,0.60,1.05,8.37,
,"Sat, Aug 29",14:30 ,Pollo (1 pechuga),0.3,Proteína,117 gr,33 gr,0 gr,4 gr,0 gr,177 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.75,1.50,,,3.74,
,"Sat, Aug 29",14:30 ,Vitaminas,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Aug 29",14:30 ,Vitamina D,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Aug 29",18:25 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,03:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Aug 29",18:25 ,"Leche, Protein",1,Lácteo,100 gr,5 gr,5 gr,0 gr,0 gr,37 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Aug 29",18:25 ,"Chocolate Colonial, amargo dietético 70%",1,Carb,7 gr,1 gr,3 gr,2 gr,1 gr,35 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.79,,,2.38,
,"Sat, Aug 29",18:25 ,Nuez (1),2,Fruto Seco,6 gr,1 gr,1 gr,4 gr,0 gr,40 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,1.95,0.84,,,3.83,
,"Sat, Aug 29",18:25 ,"Brownie keto Cholex v1, ghee",1,Elaborado,42 gr,8 gr,3 gr,18 gr,3 gr,207 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.36,4.52,0.72,1.44,15.89,
,"Sat, Aug 29",22:30 ,Pizza de Mozzarella,3,Elaborado,168 gr,17 gr,48 gr,12 gr,3 gr,369 kcal,04:05,,,,,111 gr,103 gr,100 gr,33 gr,"1,794 kcal",1053 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,2 gr,13 gr,33 gr,2 gr,6 gr,77 gr,0 gr,47 gr,86 gr,2:13,0.12,0.36,3.48,0.48,0.84,6.72,
,"Sun, Aug 30",13:15 ,Semillas de chía,1.5,Grano,15 gr,2 gr,6 gr,5 gr,5 gr,74 kcal,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,0.92,0.46,,,4.61,
,"Sun, Aug 30",13:15 ,Palta,0.4,Fruta,56 gr,1 gr,5 gr,8 gr,4 gr,90 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,1.15,5.83,,,8.21,
